3ww3esz,split,question_id,track,topic_area,difficulty_level,difficulty_encoded,question_text,model_answer,student_answer,label,student_word_count,model_word_count,length_ratio,max_score
S05888,train,FE025,Front-End,JavaScript,medium,1,What is a Promise in JavaScript?,"A Promise represents the eventual completion or failure of an asynchronous operation with states: pending, fulfilled, or rejected.","=== doesn't do type coercion, == does — so '5' == 5 is true but not ===.",1,17,18,0.944,10
S01868,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.","HTML uses tags like div, p, and h1 to structure content.",1,11,17,0.647,10
S00849,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.","A database query language for relational systems — you can fetch records with SELECT, add them with INSERT, modify with UPDATE, and remove with DELETE.",2,25,18,1.389,10
S03279,test,FE024,Front-End,JavaScript,medium,1,What is a callback function in JavaScript?,A callback is a function passed as an argument to another function and executed after that function completes.,var has function scope and is hoisted. let and const have block scope. const must be initialized and can't be reassigned; let can be.,2,24,18,1.333,10
S02824,train,DA009,Data Analysis,Visualization,easy,0,What is matplotlib used for?,"Matplotlib is a Python library for creating static, animated, and interactive visualizations such as line plots, bar charts, and scatter plots.",Scatter plots require data to be sorted before plotting.,0,9,21,0.429,10
S05664,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.","Data cleaning is about ensuring data quality: handling missing values, removing duplicates, correcting types, and fixing inconsistent entries.",2,18,16,1.125,10
S08125,train,FE032,Front-End,React,easy,0,What is a React component?,"A React component is a reusable, independent piece of UI. Components can be functions or classes that return JSX describing what should appear on screen.",Components in React are JavaScript variables holding string values.,0,9,25,0.36,10
S01364,train,FE013,Front-End,CSS,medium,1,What is CSS Grid?,CSS Grid is a two-dimensional layout system for defining rows and columns to place and align elements in a grid.,em can cascade and compound across nested elements.,1,8,20,0.4,10
S08010,train,FE008,Front-End,HTML,hard,2,What are data attributes in HTML?,Data attributes (data-*) store custom data in HTML elements. They are accessed via JavaScript using dataset and do not affect rendering.,"The head tag contains metadata not displayed on the page — things like the title, character encoding, CSS links, and meta tags for SEO.",2,24,21,1.143,10
S05030,test,FE010,Front-End,CSS,easy,0,What is the CSS box model?,"The CSS box model describes rectangular boxes consisting of content, padding, border, and margin from inside out.",CSS Grid is great for page-level layout with precise placement.,1,10,17,0.588,10
S06465,train,FE011,Front-End,CSS,easy,0,What is the difference between class and ID selectors in CSS?,An ID selector targets a unique element with higher specificity. A class selector targets multiple elements sharing the same class.,"Relatively positioned elements stay in the normal flow but can be offset with top/left/right/bottom, leaving their original space intact.",2,19,20,0.95,10
S02872,train,FE002,Front-End,HTML,easy,0,What is the difference between block and inline elements in HTML?,Block elements start on a new line and take full width. Inline elements flow within content and take only needed width.,The tabindex attribute controls CSS tab order styling.,0,8,21,0.381,10
S01895,train,DA011,Data Analysis,Visualization,medium,1,When would you use a scatter plot?,A scatter plot is used to visualize the relationship or correlation between two continuous numerical variables.,Heatmaps are useful for showing correlation matrices.,1,7,16,0.438,10
S01850,train,FE003,Front-End,HTML,easy,0,What is the purpose of the HTML head tag?,"The head tag contains metadata like title, charset, linked stylesheets, and scripts not displayed on the page.",The data-* attributes allow embedding custom key-value data in elements.,1,10,17,0.588,10
S00972,train,FE001,Front-End,HTML,easy,0,What is HTML?,HTML is the standard markup language used to create the structure and content of web pages.,"HTML forms gather user input through various input types (text, email, password, checkbox, etc.) and send data to a server via GET or POST.",2,24,16,1.5,10
S04650,test,FE005,Front-End,HTML,medium,1,What is the difference between div and span?,div is a block-level container for grouping elements. span is an inline container for styling inline content.,"GET appends form data to the URL as query parameters — suitable for bookmarkable, cacheable requests. POST sends data in the request body — better for sensitive or large data.",2,30,17,1.765,10
S05652,train,DA029,Data Analysis,EDA,hard,2,What is feature engineering?,"Feature engineering creates, transforms, or selects variables from raw data to improve machine learning model performance.","Feature engineering is the process of creating new, more informative features from existing raw data to improve model performance.",2,19,16,1.188,10
S03630,train,DA025,Data Analysis,SQL,medium,1,What is the purpose of GROUP BY in SQL?,"GROUP BY groups rows with the same column values so aggregate functions like COUNT, SUM, or AVG can be applied.","SQL is the language for relational databases. It supports data retrieval with SELECT, insertion with INSERT, modification with UPDATE, and deletion with DELETE.",2,23,20,1.15,10
S00878,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.",SQL is a language that lets you work with data stored in relational databases.,1,14,18,0.778,10
S02648,train,DA002,Data Analysis,Pandas,easy,0,How do you read a CSV file using pandas?,You use pd.read_csv('filename.csv') to read a CSV file into a DataFrame.,A DataFrame is like a table with rows and columns in Python.,1,12,11,1.091,10
S06648,test,FE012,Front-End,CSS,medium,1,What is Flexbox in CSS?,"Flexbox arranges items in a row or column, allowing flexible sizing and alignment within a container.",Box model: content + padding + border + margin. box-sizing:border-box includes padding and border in the element's stated width.,2,19,16,1.188,10
S06063,test,FE017,Front-End,CSS,hard,2,What is the difference between em and rem units in CSS?,"em is relative to the parent font size. rem is relative to the root element font size, making it more predictable.",CSS Grid creates a grid container with defined rows and columns. Grid items can be placed explicitly or flow automatically into cells.,2,22,21,1.048,10
S06627,test,FE012,Front-End,CSS,medium,1,What is Flexbox in CSS?,"Flexbox arranges items in a row or column, allowing flexible sizing and alignment within a container.","Flexbox handles one-dimensional layouts — either a row or a column — with controls for distribution, alignment, and wrapping of items.",2,21,16,1.312,10
S00836,train,DA021,Data Analysis,SQL,easy,0,What is SQL and what is it used for?,"SQL is a language used to manage and query relational databases, performing SELECT, INSERT, UPDATE, and DELETE operations.",SQL allows querying of relational databases using commands like SELECT.,1,10,18,0.556,10
S07716,test,DA026,Data Analysis,SQL,hard,2,What is indexing in a database and why is it important?,Indexing creates a data structure to speed up query retrieval. It improves performance but requires storage and slows insertions.,"SQL is the standard language for relational databases — SELECT reads data, INSERT adds it, UPDATE modifies it, and DELETE removes it.",2,22,19,1.158,10
S05822,train,FE025,Front-End,JavaScript,medium,1,What is a Promise in JavaScript?,"A Promise represents the eventual completion or failure of an asynchronous operation with states: pending, fulfilled, or rejected.",async/await makes asynchronous code look more like synchronous code.,1,9,18,0.5,10
